PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202099,31OCT20,01APR20,31MAR21,222,Paediatric Thoracic Surgery Service,4,4,3,1,1,4,0,42,33,0,11,22,1
202099,31OCT20,01APR20,31MAR21,223,Paediatric Epilepsy Service,56,33,42,14,9,50,13,5333,4051,324,656,3395,1
202099,31OCT20,01APR20,31MAR21,241,Paediatric Pain Management Service,1,1,0,1,1,1,0,401,300,24,59,241,1
202099,31OCT20,01APR20,31MAR21,242,Paediatric Intensive Care Service,763,568,761,2,0,285,224,251,219,31,12,207,1
202099,31OCT20,01APR20,31MAR21,251,Paediatric Gastroenterology Service,2316,2062,504,1812,1704,2234,107,13469,9873,879,2032,7841,1
202099,31OCT20,01APR20,31MAR21,252,Paediatric Endocrinology Service,891,777,144,747,670,874,15,10713,7753,811,1275,6478,1
202099,31OCT20,01APR20,31MAR21,253,Paediatric Clinical Haematology Service,2483,2143,538,1945,1839,2392,237,8327,6473,451,765,5708,1
202099,31OCT20,01APR20,31MAR21,254,Paediatric Audio Vestibular Medicine Service,16,15,1,15,14,16,0,9075,6112,780,2326,3786,1
202099,31OCT20,01APR20,31MAR21,255,Paediatric Clinical Immunology and Allergy Service,858,673,45,813,642,848,8,11547,7524,927,2298,5226,1
202099,31OCT20,01APR20,31MAR21,256,Paediatric Infectious Diseases Service,98,47,62,36,21,68,24,893,604,66,199,405,1
202099,31OCT20,01APR20,31MAR21,257,Paediatric Dermatology Service,225,142,26,199,123,224,4,17703,11722,1735,3927,7795,1
202099,31OCT20,01APR20,31MAR21,258,Paediatric Respiratory Medicine Service,1368,1045,1067,301,268,1230,193,17103,12011,1367,2617,9394,1
202099,31OCT20,01APR20,31MAR21,259,Paediatric Nephrology Service,1024,879,241,783,718,960,78,6819,5089,469,509,4580,1
202099,31OCT20,01APR20,31MAR21,260,Paediatric Medical Oncology Service,3725,3203,1121,2604,2469,3584,399,7710,6442,245,334,6108,1
202099,31OCT20,01APR20,31MAR21,261,Paediatric Inherited Metabolic Medicine Service,212,157,55,157,122,207,12,1875,1415,154,137,1278,1
202099,31OCT20,01APR20,31MAR21,262,Paediatric Rheumatology Service,734,606,69,665,555,730,13,6156,4565,438,700,3824,1
202099,31OCT20,01APR20,31MAR21,263,Paediatric Diabetes Service,91,10,61,30,7,79,43,13333,10175,981,332,9843,1
202099,31OCT20,01APR20,31MAR21,264,Paediatric Cystic Fibrosis Service,131,97,73,58,45,121,18,2024,1481,68,31,1450,1
202099,31OCT20,01APR20,31MAR21,280,Paediatric Interventional Radiology Service,54,50,19,35,34,37,0,215,153,5,31,122,1
202099,31OCT20,01APR20,31MAR21,290,Community Paediatric Service,56,17,34,22,16,56,31,35065,27535,2825,5914,21621,1
202099,31OCT20,01APR20,31MAR21,291,Paediatric Neurodisability Service,41,41,12,29,29,41,0,7797,6161,510,1245,4916,1
202099,31OCT20,01APR20,31MAR21,300,General Internal Medicine Service,302110,92443,286237,15873,13422,211861,193101,102961,85990,5058,39658,46324,1
202099,31OCT20,01APR20,31MAR21,301,Gastroenterology Service,118486,100256,26672,91814,88562,97929,3842,252594,193119,17077,63483,129636,1
202099,31OCT20,01APR20,31MAR21,302,Endocrinology Service,12151,5183,9539,2612,2464,5697,2934,83965,61027,6161,13433,47594,1
202099,31OCT20,01APR20,31MAR21,303,Clinical Haematology Service,54564,49759,10193,44371,42642,52309,2562,213483,174394,9191,19042,155352,1
202099,31OCT20,01APR20,31MAR21,304,Clinical Physiology Service,8,6,4,4,4,5,0,59624,44452,4018,23644,20808,1
202099,31OCT20,01APR20,31MAR21,305,Clinical Pharmacology Service,438,172,394,44,41,184,70,1411,1158,124,211,947,1
202099,31OCT20,01APR20,31MAR21,306,Hepatology Service,3511,2329,2095,1416,1273,1986,222,42444,30141,4686,5713,24428,1
202099,31OCT20,01APR20,31MAR21,307,Diabetes Service,6833,1906,6528,305,256,2536,2135,131359,100971,11401,14777,86033,1
202099,31OCT20,01APR20,31MAR21,308,Blood and Marrow Transplantation Service,447,383,257,190,179,393,44,3476,2908,111,125,2783,1
202099,31OCT20,01APR20,31MAR21,309,Haemophilia Service,250,227,28,222,214,248,19,4588,3314,423,397,2917,1
202099,31OCT20,01APR20,31MAR21,310,Audio Vestibular Medicine Service,1,1,0,1,1,1,0,34853,26119,1802,8311,17808,1
202099,31OCT20,01APR20,31MAR21,311,Clinical Genetics Service,7,3,1,6,3,6,0,9838,7736,789,4517,3219,1
202099,31OCT20,01APR20,31MAR21,313,Clinical Immunology and Allergy Service,751,716,16,735,708,750,11,5601,4047,477,1325,2722,1
202099,31OCT20,01APR20,31MAR21,314,Rehabilitation Medicine Service,5061,2664,4990,71,52,2538,463,23621,17967,1423,3876,12592,1
202099,31OCT20,01APR20,31MAR21,315,Palliative Medicine Service,863,146,856,7,7,360,214,9427,8835,131,2252,6583,1
202099,31OCT20,01APR20,31MAR21,316,Clinical Immunology Service,698,685,6,692,679,698,0,3401,2422,214,466,1956,1
202099,31OCT20,01APR20,31MAR21,317,Allergy Service,579,524,7,572,518,579,1,10077,7080,1098,2438,4642,1
202099,31OCT20,01APR20,31MAR21,318,Intermediate Care Service,1253,275,1253,0,0,672,89,84055,83257,525,12375,70882,1
202099,31OCT20,01APR20,31MAR21,319,Respite Care Service,208,0,208,0,0,208,0,8,7,0,0,7,1
202099,31OCT20,01APR20,31MAR21,320,Cardiology Service,55904,36817,39964,15940,14937,32330,11299,388342,299373,24439,116882,182491,1
202099,31OCT20,01APR20,31MAR21,321,Paediatric Cardiology Service,1176,992,738,438,383,904,102,21990,15160,1518,4051,11109,1
202099,31OCT20,01APR20,31MAR21,322,Clinical Microbiology Service,45,38,16,29,29,34,3,7577,7180,176,2705,4475,1
202099,31OCT20,01APR20,31MAR21,323,Spinal Injuries Service,255,214,218,37,35,184,32,2621,2084,161,208,1876,1
202099,31OCT20,01APR20,31MAR21,324,Anticoagulant Service,5,4,3,2,2,4,1,68491,59435,4116,4671,54764,1
202099,31OCT20,01APR20,31MAR21,325,Sport and Exercise Medicine Service,1001,344,994,7,7,983,972,1578,1017,107,367,650,1
202099,31OCT20,01APR20,31MAR21,327,Cardiac Rehabilitation Service,,,,,,,,10185,8342,650,1480,6724,1
202099,31OCT20,01APR20,31MAR21,328,Stroke Medicine Service,11515,6702,11499,16,13,5369,5044,9086,7005,542,3097,3908,1
202099,31OCT20,01APR20,31MAR21,329,Transient Ischaemic Attack Service,118,71,114,4,4,86,78,9366,8196,332,6521,1675,1
202099,31OCT20,01APR20,31MAR21,330,Dermatology Service,11310,10730,308,11002,10523,11229,103,342940,253793,21097,83917,169876,1
202099,31OCT20,01APR20,31MAR21,331,Congenital Heart Disease Service,95,78,60,35,31,85,17,7145,4221,395,825,3396,1
202099,31OCT20,01APR20,31MAR21,340,Respiratory Medicine Service,45002,17420,38974,6028,5075,17056,9734,227134,167641,15065,49466,118155,1
202099,31OCT20,01APR20,31MAR21,341,Respiratory Physiology Service,805,743,539,266,263,749,10,54955,42684,4406,13702,28982,1
202099,31OCT20,01APR20,31MAR21,342,Pulmonary Rehabilitation Service,,,,,,,,3082,2716,132,370,2346,1
202099,31OCT20,01APR20,31MAR21,343,Adult Cystic Fibrosis Service,526,215,274,252,87,461,93,2716,1966,172,47,1919,1
202099,31OCT20,01APR20,31MAR21,344,Complex Specialised Rehabilitation Service,253,251,67,186,184,218,2,902,819,64,160,659,1
202099,31OCT20,01APR20,31MAR21,345,Specialist Rehabilitation Service,22,20,22,0,0,3,0,168,142,9,18,124,1
202099,31OCT20,01APR20,31MAR21,346,Local Specialist Rehabilitation Service,26,13,26,0,0,4,0,104,94,10,15,79,1
202099,31OCT20,01APR20,31MAR21,350,Infectious Diseases Service,3684,1405,3365,319,293,1342,976,61229,51014,4046,16727,34287,1
202099,31OCT20,01APR20,31MAR21,352,Tropical Medicine Service,96,38,94,2,2,22,20,366,341,23,116,225,1
202099,31OCT20,01APR20,31MAR21,360,Genitourinary Medicine Service,126,72,88,38,36,74,24,9955,7876,1051,1397,6479,1
202099,31OCT20,01APR20,31MAR21,361,Renal Medicine Service,13890,8761,10450,3440,3141,7737,3193,122786,95176,7188,8452,86244,1
202099,31OCT20,01APR20,31MAR21,370,Medical Oncology Service,31171,27565,6781,24390,23161,30319,3114,193333,163563,3461,13954,149609,1
202099,31OCT20,01APR20,31MAR21,371,Nuclear Medicine Service,32,32,15,17,17,32,0,3785,3115,79,1504,1611,1
202099,31OCT20,01APR20,31MAR21,400,Neurology Service,13019,11083,4921,8098,7690,11294,1993,181261,132683,12386,38713,93306,1
202099,31OCT20,01APR20,31MAR21,401,Clinical Neurophysiology Service,137,135,35,102,102,136,1,22001,17746,1805,16482,1264,1
202099,31OCT20,01APR20,31MAR21,410,Rheumatology Service,11863,10904,1198,10665,10233,11441,333,252574,181801,14651,29206,152595,1
202099,31OCT20,01APR20,31MAR21,420,Paediatric Service,55558,10135,51780,3778,2873,52122,41778,190924,141290,14768,59112,82109,1
202099,31OCT20,01APR20,31MAR21,421,Paediatric Neurology Service,1044,822,401,643,540,941,114,11087,8224,811,1888,6336,1
202099,31OCT20,01APR20,31MAR21,422,Neonatal Critical Care Service,14653,5553,14646,7,2,11329,697,7231,5684,508,1970,3714,1
202099,31OCT20,01APR20,31MAR21,424,Well Baby Service,35310,1460,35309,1,1,34984,246,9662,7442,424,2130,5312,1
202099,31OCT20,01APR20,31MAR21,430,Elderly Medicine Service,73258,22330,72063,1195,886,25601,23062,43828,33297,2133,14843,18407,1
202099,31OCT20,01APR20,31MAR21,450,Dental Medicine Service,271,261,4,267,259,271,0,9258,6684,829,2047,4468,1
202099,31OCT20,01APR20,31MAR21,460,Medical Ophthalmology Service,487,485,2,485,483,487,1,10469,7380,949,1133,6247,1
202099,31OCT20,01APR20,31MAR21,499,"Non-UK Provider; specialty function not known, tre",10,0,10,0,0,10,10,,,,,,
202099,31OCT20,01APR20,31MAR21,501,Obstetrics Service,80009,46558,79172,837,792,77330,1474,353009,290301,18137,77466,212834,1
202099,31OCT20,01APR20,31MAR21,502,Gynaecology Service,39314,26399,24542,14772,13403,37819,15438,355204,268936,20693,124858,144078,1
202099,31OCT20,01APR20,31MAR21,503,Gynaecological Oncology Service,1683,1502,1258,425,404,1565,101,26172,20414,1224,8322,12092,1
202099,31OCT20,01APR20,31MAR21,560,Midwifery Service,18180,8092,18176,4,3,17818,139,299998,246238,15034,54402,191835,1
202099,31OCT20,01APR20,31MAR21,650,Physiotherapy Service,35,30,9,26,25,32,2,355271,293269,27795,88851,202310,1
202099,31OCT20,01APR20,31MAR21,651,Occupational Therapy Service,,,,,,,,45082,37709,3242,12736,24852,1
202099,31OCT20,01APR20,31MAR21,652,Speech and Language Therapy Service,,,,,,,,20423,17565,702,3362,14188,1
202099,31OCT20,01APR20,31MAR21,653,Podiatry Service,296,268,6,290,262,295,3,59520,48677,3132,7327,38326,1
202099,31OCT20,01APR20,31MAR21,654,Dietetics Service,1,1,1,0,0,1,0,64848,54238,4406,14892,39014,1
202099,31OCT20,01APR20,31MAR21,655,Orthoptics Service,3,2,3,0,0,2,2,49614,33407,6116,7413,25994,1
202099,31OCT20,01APR20,31MAR21,656,Clinical Psychology Service,1,0,1,0,0,1,0,18632,15793,1385,2770,13023,1
202099,31OCT20,01APR20,31MAR21,657,Prosthetics Service,,,,,,,,1173,973,64,134,839,1
202099,31OCT20,01APR20,31MAR21,658,Orthotics Service,5,5,4,1,1,5,4,25031,20157,1830,6729,13428,1
202099,31OCT20,01APR20,31MAR21,660,Art Therapy Service,,,,,,,,21,21,0,0,21,1
202099,31OCT20,01APR20,31MAR21,661,Music Therapy Service,,,,,,,,8,5,2,0,5,1
202099,31OCT20,01APR20,31MAR21,662,Optometry Service,1,1,0,1,1,1,0,9025,6554,898,1971,4583,1
202099,31OCT20,01APR20,31MAR21,663,Podiatric Surgery Service,151,145,8,143,137,151,1,2454,1557,139,362,1195,1
202099,31OCT20,01APR20,31MAR21,700,Learning Disability Service,174,0,158,16,0,152,15,14561,12562,908,3135,9427,1
202099,31OCT20,01APR20,31MAR21,710,Adult Mental Health Service,5237,12,5237,0,0,3639,2761,123759,95914,14852,11992,83922,1
202099,31OCT20,01APR20,31MAR21,711,Child and Adolescent Psychiatry Service,150,3,145,5,1,117,62,36628,31234,3111,4927,26307,1
202099,31OCT20,01APR20,31MAR21,712,Forensic Psychiatry Service,102,0,102,0,0,38,3,1759,1555,103,230,1325,1
202099,31OCT20,01APR20,31MAR21,713,Medical Psychotherapy Service,27,26,1,26,26,27,1,4736,3714,286,436,3278,1
202099,31OCT20,01APR20,31MAR21,715,Old Age Psychiatry Service,999,15,999,0,0,753,501,25037,20372,1024,3919,16453,1
202099,31OCT20,01APR20,31MAR21,720,Eating Disorders Service,3,0,3,0,0,3,1,1018,857,43,79,778,1
202099,31OCT20,01APR20,31MAR21,721,Addiction Service,44,33,44,0,0,42,0,249,55,20,10,45,1
202099,31OCT20,01APR20,31MAR21,722,Liaison Psychiatry Service,1,0,1,0,0,1,1,1337,1149,90,363,786,1
202099,31OCT20,01APR20,31MAR21,723,Psychiatric Intensive Care Service,32,0,32,0,0,11,2,,,,,,
202099,31OCT20,01APR20,31MAR21,724,Perinatal Mental Health Service,13,0,13,0,0,12,2,526,364,64,30,334,1
202099,31OCT20,01APR20,31MAR21,725,Mental Health Recovery and Rehabilitation Service,3,0,3,0,0,3,1,280,200,26,43,157,1
202099,31OCT20,01APR20,31MAR21,727,Dementia Assessment Service,,,,,,,,248,241,6,29,212,1
202099,31OCT20,01APR20,31MAR21,800,Clinical Oncology Service,31867,28476,5693,26174,24985,30634,2299,256567,224363,3985,30803,193556,1
202099,31OCT20,01APR20,31MAR21,811,Interventional Radiology Service,5487,5168,1679,3808,3641,4534,47,6901,6359,212,3852,2507,1
202099,31OCT20,01APR20,31MAR21,812,Diagnostic Imaging Service,829,730,93,736,666,785,4,380694,360793,5037,229320,131473,1
202099,31OCT20,01APR20,31MAR21,822,Chemical Pathology Service,247,217,47,200,197,229,15,9568,6440,888,1560,4880,1
202099,31OCT20,01APR20,31MAR21,834,Medical Virology Service,,,,,,,,19563,16704,707,13239,3465,1
202099,31OCT20,01APR20,31MAR21,840,Audiology Service,2,1,1,1,1,2,0,118511,106396,5532,42355,64041,1
202099,31OCT20,01APR20,31MAR21,920,Diabetic Education Service,,,,,,,,242,207,12,56,151,1
202099,30SEP20,01APR20,31MAR21,&,Not Known,429,19,415,14,13,394,299,8243,6583,649,1651,4882,1
202099,30SEP20,01APR20,31MAR21,100,General Surgery Service,101788,67438,68632,33156,30304,89832,49034,229442,182469,11898,67762,114704,1
202099,30SEP20,01APR20,31MAR21,101,Urology Service,47674,37732,24182,23492,21206,43216,10659,303577,227006,16033,62656,164349,1
202099,30SEP20,01APR20,31MAR21,102,Transplant Surgery Service,1081,745,874,207,196,789,333,8463,6745,516,533,6212,1
202099,30SEP20,01APR20,31MAR21,103,Breast Surgery Service,5091,4858,1892,3199,3097,5002,136,148263,119097,7147,55914,63160,1
202099,30SEP20,01APR20,31MAR21,104,Colorectal Surgery Service,21208,17682,7870,13338,12818,19012,3229,97829,75716,5051,33358,42358,1
202099,30SEP20,01APR20,31MAR21,105,Hepatobiliary and Pancreatic Surgery Service,2444,1726,2094,350,326,1653,506,9131,6977,484,1784,5193,1
202099,30SEP20,01APR20,31MAR21,106,Upper Gastrointestinal Surgery Service,8200,6442,4175,4025,3810,7007,1759,20503,15762,1565,6602,9159,1
202099,30SEP20,01APR20,31MAR21,107,Vascular Surgery Service,6929,5405,4937,1992,1787,5628,1961,54030,38286,3600,14943,23342,1
202099,30SEP20,01APR20,31MAR21,108,Spinal Surgery Service,3233,2739,2077,1156,1113,2881,591,28550,21885,1476,6211,15674,1
202099,30SEP20,01APR20,31MAR21,110,Trauma and Orthopaedic Service,68251,56408,46809,21442,20247,61260,23814,657102,516082,42908,187391,328650,1
202099,30SEP20,01APR20,31MAR21,120,Ear Nose and Throat Service,16108,12771,8464,7644,7060,15514,4850,249630,179375,17870,69951,109416,1
202099,30SEP20,01APR20,31MAR21,130,Ophthalmology Service,51563,48945,2461,49102,47228,51438,991,715068,527256,49481,122376,403880,1
202099,30SEP20,01APR20,31MAR21,140,Oral Surgery Service,8191,7484,1456,6735,6340,8058,812,72508,53674,6228,21641,30902,1
202099,30SEP20,01APR20,31MAR21,141,Restorative Dentistry Service,417,403,19,398,389,414,1,19632,14367,1197,2843,10399,1
202099,30SEP20,01APR20,31MAR21,142,Paediatric Dentistry Service,1144,1046,79,1065,975,1143,5,7848,5965,525,2352,3370,1
202099,30SEP20,01APR20,31MAR21,143,Orthodontic Service,48,45,5,43,41,46,2,58673,40952,4040,2084,38444,1
202099,30SEP20,01APR20,31MAR21,144,Maxillofacial Surgery Service,6800,5907,2435,4365,4084,6625,1454,57386,40765,4794,14973,25786,1
202099,30SEP20,01APR20,31MAR21,145,Oral and Maxillofacial Surgery Service,,,,,,,,136,132,4,30,102,1
202099,30SEP20,01APR20,31MAR21,150,Neurosurgical Service,6541,5363,5755,786,724,5168,1950,38216,29638,2114,9038,20600,1
202099,30SEP20,01APR20,31MAR21,160,Plastic Surgery Service,15994,14110,5354,10640,9930,15627,3463,103403,75704,6483,22651,52703,1
202099,30SEP20,01APR20,31MAR21,161,Burns Care Service,404,254,387,17,16,367,306,6080,4849,353,1153,3696,1
202099,30SEP20,01APR20,31MAR21,170,Cardiothoracic Surgery Service,799,646,795,4,2,528,92,4806,3781,157,1253,2528,1
202099,30SEP20,01APR20,31MAR21,171,Paediatric Surgery Service,4113,3089,2577,1536,1407,3642,1299,20206,14244,1371,5879,8365,1
202099,30SEP20,01APR20,31MAR21,172,Cardiac Surgery Service,2417,2007,2402,15,12,1757,276,7524,6136,254,1547,4589,1
202099,30SEP20,01APR20,31MAR21,173,Thoracic Surgery Service,1933,1671,1812,121,97,1728,286,6805,5609,304,1667,3942,1
202099,30SEP20,01APR20,31MAR21,174,Cardiothoracic Transplantation Service,226,201,180,46,42,203,52,1723,1275,44,43,1232,1
202099,30SEP20,01APR20,31MAR21,180,Emergency Medicine Service,50451,12525,50384,67,54,49913,49823,15963,14154,814,11426,2715,1
202099,30SEP20,01APR20,31MAR21,190,Anaesthetic Service,714,579,417,297,288,466,139,87826,73087,3338,33553,39534,1
202099,30SEP20,01APR20,31MAR21,191,Pain Management Service,8347,7939,233,8114,7746,8258,32,76938,60545,6011,15039,45502,1
202099,30SEP20,01APR20,31MAR21,192,Intensive Care Medicine Service,3399,2016,3395,4,3,1056,950,1971,1596,111,985,611,1
202099,30SEP20,01APR20,31MAR21,199,"Non-UK Provider; specialty function not known, tre",591,0,591,0,0,168,110,38,0,12,0,0,1
202099,30SEP20,01APR20,31MAR21,211,Paediatric Urology Service,1432,1230,466,966,868,1406,111,9908,7080,887,1799,5281,1
202099,30SEP20,01APR20,31MAR21,212,Paediatric Transplantation Surgery Service,24,16,18,6,3,21,4,14,12,0,0,12,1
202099,30SEP20,01APR20,31MAR21,213,Paediatric Gastrointestinal Surgery Service,1,1,1,0,0,1,1,10,9,1,8,1,1
202099,30SEP20,01APR20,31MAR21,214,Paediatric Trauma and Orthopaedic Service,1948,1657,1377,571,506,1819,733,38294,27600,3273,10818,16782,1
202099,30SEP20,01APR20,31MAR21,215,Paediatric Ear Nose and Throat Service,1712,1495,756,956,901,1651,206,18148,12512,1273,4180,8332,1
202099,30SEP20,01APR20,31MAR21,216,Paediatric Ophthalmology Service,470,443,84,386,369,462,13,43617,27708,5156,6612,21096,1
202099,30SEP20,01APR20,31MAR21,217,Paediatric Oral and Maxillofacial Surgery Service,271,224,153,118,111,267,124,1834,1302,130,503,799,1
202099,30SEP20,01APR20,31MAR21,218,Paediatric Neurosurgery Service,728,597,537,191,169,574,172,3045,2372,187,503,1868,1
202099,30SEP20,01APR20,31MAR21,219,Paediatric Plastic Surgery Service,1233,1084,696,537,487,1209,471,8880,6987,602,2288,4699,1
202099,30SEP20,01APR20,31MAR21,220,Paediatric Burns Care Service,250,220,214,36,36,226,166,2467,2137,123,523,1614,1
202099,30SEP20,01APR20,31MAR21,221,Paediatric Cardiac Surgery Service,374,329,361,13,4,238,17,153,137,2,65,72,1
202099,30SEP20,01APR20,31MAR21,222,Paediatric Thoracic Surgery Service,3,2,2,1,0,3,0,33,33,0,8,25,1
202099,30SEP20,01APR20,31MAR21,223,Paediatric Epilepsy Service,59,35,39,20,14,52,16,5185,3950,326,587,3363,1
202099,30SEP20,01APR20,31MAR21,241,Paediatric Pain Management Service,1,1,0,1,1,1,0,475,328,32,60,268,1
202099,30SEP20,01APR20,31MAR21,242,Paediatric Intensive Care Service,728,533,728,0,0,288,215,229,200,29,16,184,1
202099,30SEP20,01APR20,31MAR21,251,Paediatric Gastroenterology Service,2163,1900,469,1694,1563,2083,130,13670,9885,1033,1942,7943,1
202099,30SEP20,01APR20,31MAR21,252,Paediatric Endocrinology Service,897,790,155,742,691,872,25,10605,7669,868,1231,6438,1
202099,30SEP20,01APR20,31MAR21,253,Paediatric Clinical Haematology Service,2503,2131,560,1943,1818,2404,246,8774,6830,556,747,6083,1
202099,30SEP20,01APR20,31MAR21,254,Paediatric Audio Vestibular Medicine Service,20,19,4,16,16,20,0,7704,5351,728,1882,3469,1
202099,30SEP20,01APR20,31MAR21,255,Paediatric Clinical Immunology and Allergy Service,702,488,43,659,461,694,13,11586,7487,906,2236,5251,1
202099,30SEP20,01APR20,31MAR21,256,Paediatric Infectious Diseases Service,100,50,56,44,26,84,33,1042,724,96,191,533,1
202099,30SEP20,01APR20,31MAR21,257,Paediatric Dermatology Service,208,129,33,175,109,206,9,16439,10709,1355,3206,7503,1
202099,30SEP20,01APR20,31MAR21,258,Paediatric Respiratory Medicine Service,1211,874,935,276,240,1084,203,15853,11346,1322,2389,8957,1
202099,30SEP20,01APR20,31MAR21,259,Paediatric Nephrology Service,924,783,276,648,596,865,78,7590,5634,507,596,5038,1
202099,30SEP20,01APR20,31MAR21,260,Paediatric Medical Oncology Service,3558,3022,1113,2445,2315,3434,416,8137,6765,249,350,6415,1
202099,30SEP20,01APR20,31MAR21,261,Paediatric Inherited Metabolic Medicine Service,219,164,55,164,139,210,15,1601,1180,125,153,1027,1
202099,30SEP20,01APR20,31MAR21,262,Paediatric Rheumatology Service,799,654,60,739,611,792,8,6021,4378,421,571,3761,1
202099,30SEP20,01APR20,31MAR21,263,Paediatric Diabetes Service,106,19,90,16,13,77,59,14415,10862,1119,329,10533,1
202099,30SEP20,01APR20,31MAR21,264,Paediatric Cystic Fibrosis Service,112,75,61,51,32,103,15,1905,1424,39,31,1393,1
202099,30SEP20,01APR20,31MAR21,280,Paediatric Interventional Radiology Service,65,63,28,37,36,38,0,171,129,2,20,109,1
202099,30SEP20,01APR20,31MAR21,290,Community Paediatric Service,36,15,24,12,8,36,22,34731,27102,2708,6267,20835,1
202099,30SEP20,01APR20,31MAR21,291,Paediatric Neurodisability Service,44,37,14,30,28,44,5,7823,6243,581,1323,4920,1
202099,30SEP20,01APR20,31MAR21,300,General Internal Medicine Service,299046,90086,284783,14263,11745,210298,193142,99012,82952,4883,37568,45373,1
202099,30SEP20,01APR20,31MAR21,301,Gastroenterology Service,108345,91177,26111,82234,79421,87905,3488,247634,190881,16641,61103,129778,1
202099,30SEP20,01APR20,31MAR21,302,Endocrinology Service,11134,4757,8764,2370,2234,4978,2400,85266,61758,6204,13591,48166,1
202099,30SEP20,01APR20,31MAR21,303,Clinical Haematology Service,53206,48252,10023,43183,41291,51025,2565,227455,184242,10534,19261,164981,1
202099,30SEP20,01APR20,31MAR21,304,Clinical Physiology Service,2,2,2,0,0,1,1,56742,42067,3716,21708,20359,1
202099,30SEP20,01APR20,31MAR21,305,Clinical Pharmacology Service,388,159,338,50,39,165,56,1444,1142,126,217,925,1
202099,30SEP20,01APR20,31MAR21,306,Hepatology Service,3683,2386,2230,1453,1295,2091,239,41432,29275,4471,5664,23611,1
202099,30SEP20,01APR20,31MAR21,307,Diabetes Service,6668,1916,6321,347,275,2372,1931,131282,101315,11453,14080,87081,1
202099,30SEP20,01APR20,31MAR21,308,Blood and Marrow Transplantation Service,471,427,252,219,210,435,49,3420,2874,111,142,2732,1
202099,30SEP20,01APR20,31MAR21,309,Haemophilia Service,181,169,17,164,160,179,14,4697,3396,491,414,2982,1
202099,30SEP20,01APR20,31MAR21,310,Audio Vestibular Medicine Service,1,1,0,1,1,1,0,33393,26119,1725,7461,18658,1
202099,30SEP20,01APR20,31MAR21,311,Clinical Genetics Service,11,7,4,7,5,10,1,9385,7504,638,4427,3077,1
202099,30SEP20,01APR20,31MAR21,313,Clinical Immunology and Allergy Service,704,676,14,690,665,703,2,6206,4313,476,1378,2935,1
202099,30SEP20,01APR20,31MAR21,314,Rehabilitation Medicine Service,4875,2617,4793,82,72,2534,510,23530,17961,1359,3761,13003,1
202099,30SEP20,01APR20,31MAR21,315,Palliative Medicine Service,789,173,773,16,13,330,214,8660,8025,166,1880,6145,1
202099,30SEP20,01APR20,31MAR21,316,Clinical Immunology Service,760,742,14,746,730,758,0,3817,2773,266,467,2306,1
202099,30SEP20,01APR20,31MAR21,317,Allergy Service,444,387,5,439,383,444,1,10118,6656,1042,2300,4356,1
202099,30SEP20,01APR20,31MAR21,318,Intermediate Care Service,1205,286,1205,0,0,674,71,82834,81954,603,12924,69030,1
202099,30SEP20,01APR20,31MAR21,319,Respite Care Service,209,0,209,0,0,209,0,,,,,,
202099,30SEP20,01APR20,31MAR21,320,Cardiology Service,55117,35872,40004,15113,14119,31043,11057,382116,293020,23740,113344,179674,1
202099,30SEP20,01APR20,31MAR21,321,Paediatric Cardiology Service,1142,986,661,481,433,913,106,21237,14706,1408,3952,10751,1
202099,30SEP20,01APR20,31MAR21,322,Clinical Microbiology Service,24,21,7,17,15,20,3,3250,3014,109,752,2262,1
202099,30SEP20,01APR20,31MAR21,323,Spinal Injuries Service,262,220,215,47,46,199,22,2526,2018,117,149,1869,1
202099,30SEP20,01APR20,31MAR21,324,Anticoagulant Service,3,3,0,3,3,3,0,71291,61907,4298,4761,57146,1
202099,30SEP20,01APR20,31MAR21,325,Sport and Exercise Medicine Service,1001,311,999,2,1,953,951,1498,948,109,366,582,1
202099,30SEP20,01APR20,31MAR21,327,Cardiac Rehabilitation Service,,,,,,,,9225,7706,531,1438,6223,1
202099,30SEP20,01APR20,31MAR21,328,Stroke Medicine Service,10985,6487,10955,30,23,5021,4710,9262,7143,564,3187,3956,1
202099,30SEP20,01APR20,31MAR21,329,Transient Ischaemic Attack Service,165,104,155,10,10,134,120,9529,8313,356,6466,1847,1
202099,30SEP20,01APR20,31MAR21,330,Dermatology Service,10987,10361,306,10681,10164,10932,72,340131,249488,20229,83715,165773,1
202099,30SEP20,01APR20,31MAR21,331,Congenital Heart Disease Service,116,99,76,40,36,108,31,6904,4143,364,799,3344,1
202099,30SEP20,01APR20,31MAR21,340,Respiratory Medicine Service,42805,16237,37239,5566,4574,15533,8815,225168,166835,14922,49128,117697,1
202099,30SEP20,01APR20,31MAR21,341,Respiratory Physiology Service,702,633,449,253,250,636,27,51404,40034,4046,12650,27384,1
202099,30SEP20,01APR20,31MAR21,342,Pulmonary Rehabilitation Service,,,,,,,,2657,2332,140,299,2033,1
202099,30SEP20,01APR20,31MAR21,343,Adult Cystic Fibrosis Service,578,247,294,284,100,485,91,2918,2167,149,51,2116,1
